

22,47566,50,7,32,0,91,0
22,47505,50,7,0,0,0,0
22,47503,50,7,0,0,0,0
22,47022,0,549,105,0,255,0
24,46901,226,30,47,0,6,0
22,46360,0,550,87,0,255,0
24,46299,228,32,50,0,6,0
24,46297,228,32,65506,0,255,0
22,46236,0,550,85,0,255,0
22,46234,0,550,850,0,255,0
24,46232,228,31,430,0,60,0
24,46171,228,32,380,0,52,0
22,46169,152,32,1370,0,25,0
24,46167,228,31,410,0,58,0
22,46165,0,550,88,0,255,0
24,46104,228,31,38,0,5,0
22,46102,0,550,89,0,255,0
24,45981,228,31,36,0,255,0
22,45680,0,550,26,0,255,0
24,45678,228,31,65535,0,255,0
22,45557,0,550,30,0,255,0
24,45555,228,31,5,0,255,0
22,45553,0,550,30,0,255,0
22,45551,0,550,88,0,98,0
24,45430,226,30,44,0,57,0
22,45428,0,550,89,0,95,0
24,45247,226,30,40,0,38,0
22,45245,0,550,84,0,95,0
22,45243,0,549,99,0,56,0
24,44822,226,29,52,0,41,0
22,44101,0,549,96,0,35,0
24,44099,226,30,39,0,20,0
22,43498,0,549,99,0,36,0
22,43496,0,549,98,0,36,0
22,43375,0,549,99,0,37,0
22,42894,0,549,96,0,36,0
22,42892,0,549,99,0,0,0
24,42291,236,1,1,0,0,0
24,42289,228,31,46,0,0,0
22,41448,0,549,96,0,0,0
24,41446,230,31,34,0,0,0
24,41444,228,32,43,0,0,0
24,41442,234,1,7,0,0,0
22,41440,0,549,92,0,1,0
23,41438,232,1,16,69,0,0
24,40957,230,1,3,0,0,0
24,40955,228,31,36,0,0,0
24,40953,228,31,46,0,0,0
24,40951,234,0,1,0,0,0
24,40949,228,31,48,0,0,0
24,40947,236,1,9,0,0,0
1,40945,236,0,1,0,0,0
24,40945,236,0,1,0,0,0
0,40897,234,0,1,0,0,0
22,40864,234,1,5,0,0,0
22,40862,228,30,42,0,0,0
22,40441,0,549,99,0,1,0
21,40439,224,31,44,0,0,0
21,40437,224,31,52,0,0,0
22,40435,0,549,97,0,0,0
1,39985,0,14,0,0,1,0
27,39985,0,14,0,0,1,0
0,39984,0,14,0,0,1,0
27,39894,0,549,102,0,0,0
26,39533,0,549,96,0,0,0
1,38403,0,343,50,0,1,0
26,38403,0,343,50,0,1,0
0,38400,0,387,64,0,0,0
26,38392,0,549,92,0,1,0
1,37906,0,412,72,0,1,0
26,37906,0,411,71,0,1,0
0,37904,0,432,80,0,0,0
1,37859,0,229,23,0,0,0
26,37859,0,229,23,0,1,0
0,37858,0,239,25,0,1,0
1,37607,0,331,47,0,1,0
26,37607,0,330,47,0,1,0
0,37606,0,343,50,0,1,0
27,35792,224,31,42,0,0,0
0,35790,222,31,43,0,0,0
26,35657,0,592,92,0,0,0
26,35601,230,36,5,0,1,0
27,35429,232,9,2,0,0,0
27,35391,224,28,36,0,0,0
0,35390,224,28,37,0,0,0
27,35389,224,28,35,0,0,0
0,35388,224,28,35,0,0,0
27,35130,78,7,0,0,0,0
25,26544,1,833,595,0,2,4429
25,8650,1,342,351,0,2,2365
0,5926,333,129,11775,0,52,2495
26,982,338,184,5876,0,23,7378
0,981,338,193,7706,0,33,2347
25,969,338,375,5410,0,7,4592
0,247,338,23,527,0,15,19911
25,241,339,23,5013,0,11,17554
0,240,338,23,2724,0,7,18413
25,232,338,23,373,0,37,17716
0,230,338,24,2597,0,35,17404
25,228,338,24,3600,0,18,17664
0,226,338,23,61086,0,71,17628
25,224,338,23,4427,0,13,18320
0,223,339,24,1347,0,59,20222
26,220,338,24,981,0,12,18372
0,218,338,24,64087,0,16,17966
26,216,337,24,7482,0,36,17860
0,214,338,24,2673,0,34,17840
25,213,338,24,4497,0,20,17453
